  time    PosLHipYaw    VelLHipYaw    ForLHipYaw    PosLHipPitch    VelLHipPitch    ForLHipPitch    PosLHipRoll    VelLHipRoll    ForLHipRoll      PosLKnee      VelLKnee     ForLKnee    PosLAnklePitch    VelLAnklePitch    ForLAnklePitch    PosLAnkleRoll    VelLAnkleRoll    ForLAnkleRoll    PosRHipYaw    VelRHipYaw    ForRHipYaw    PosRHipPitch    VelRHipPitch    ForRHipPitch    PosRHipRoll    VelRHipRoll    ForRHipRoll      PosRKnee      VelRKnee      ForRKnee    PosRAnklePitch    VelRAnklePitch    ForRAnklePitch    PosRAnkleRoll    VelRAnkleRoll    ForRAnkleRoll
  1.75  -9.90648e-07   3.66481e-07  -0.300958       -0.646239        -3.83637        29.0732       -0.000349929    0.0118753      -0.724969     1.48843       6.28315       -9.10583        -0.802961         -2.58278             2.29884        0.000232224      0.00753386      -0.0681012     0.000233564   0.000380975    0.154826      -0.689591        -4.11066         28.3225       0.0142984       0.13574        -0.751037    1.48809       6.28319       -9.64259         -0.802493         -2.59605             2.14691        0.000232224      0.00753386      -0.0681012
  1.8   -9.63256e-07   4.93265e-07  -0.0159494      -0.827235        -2.99188         5.65752      -0.00037095    -0.00403374     -1.3682       1.72963       3.01812        2.78555        -0.880341         -0.942708            1.29943       -9.0634e-05      -0.00778764      -0.123574      0.000242271   5.49277e-05    0.295048      -0.855493        -2.55985          0.860827     0.0139132      -0.0921917       1.53404     1.72952       3.02208        0.615256        -0.880324         -0.950385            0.449579      -9.0634e-05      -0.00778764      -0.123574
  1.85  -9.40075e-07   5.55395e-07  -0.210037       -0.935639        -1.48989        -9.98755      -0.000661865   -0.0040999      -0.397964     1.81859       1.06218       -5.20419        -0.908531         -0.340462           -1.8035        -0.000332057     -0.00206721      -0.0196405     0.000241375  -5.96454e-05    0.363492      -0.942229        -1.09056        -14.8944       0.00698085     -0.149375        1.04383     1.8186        1.06349       -6.99223         -0.908735         -0.342191           -2.72052       -0.000332057     -0.00206721      -0.0196405
  1.9   -9.15073e-07   7.52801e-07   0.070814       -0.972602        -0.194264      -10.8141       -0.000621657    0.00455439      0.576947     1.84956       0.362969      -8.75248        -0.918353         -0.111234           -2.54751       -0.000280317      0.00304692       0.0656203    -2.84663e-05   0.00522507     0.0168151     -0.963994         0.0137687      -12.104        0.000851485    -0.108614        0.106668    1.84953       0.364614      -9.25757         -0.91851          -0.108779           -2.85151       -0.000280317      0.00304692       0.0656203
  1.95  -8.9299e-07    4.60387e-07   0.000784159    -0.852726         3.89159       -25.8109       -0.00019809    -0.00137499      0.834234     1.58249      -6.28322        4.38303        -0.714616          2.45568            -2.60055        2.13366e-06     -0.000394881      0.0991432     3.88081e-05   0.00440714     0.137362      -0.82434          3.94817        -23.939       -0.00680402     -0.144589        0.226559    1.58177      -6.28319        4.83163         -0.714963          2.46173            -2.32269        2.13366e-06     -0.000394881      0.0991432
  2     -8.68785e-07   2.46758e-07   0.430979       -0.683739         2.59757         3.82977       8.31564e-05    0.00898433      1.47943      1.34803      -2.91713      -15.6274         -0.641007          0.899924           -1.40162        0.000334318      0.00527027       0.075366      0.000167033   0.00149806    -0.676241      -0.671376         2.25991          6.80285     -0.00581279      0.0946326      -2.1376      1.34777      -2.90933      -14.637           -0.64102           0.906123           -0.961236       0.000334318      0.00527027       0.075366
  2.05  -8.46243e-07   9.42556e-07   0.177029       -0.590733         1.32746        14.8377        0.000375028    0.00139797      0.162779     1.26123      -1.05212       -4.26152        -0.613925          0.331692            1.10892        0.000464573      0.000757759     -0.010711      0.000209032   0.000459693   -0.322813      -0.594111         1.0368          18.8183      -0.000318811     0.108784       -1.15132     1.2612       -1.04938       -2.50055         -0.613735          0.334076            1.7458         0.000464573      0.000757759     -0.010711
  2.1   -8.21917e-07   5.0511e-07   -0.0176199      -0.550932         0.404396       17.6685        0.000216568   -0.00587596     -0.839182     1.22976      -0.384703       0.68586        -0.604014          0.119552            2.06562        0.000426977     -0.0017392       -0.0672326     0.000220278   8.9402e-05    -0.108756      -0.56638          0.21121         19.912        0.00449063      0.0837275      -0.420172    1.22981      -0.383821       1.73156         -0.603801          0.118539            2.43165        0.000426977     -0.0017392       -0.0672326
  2.15  -8.04229e-07   2.00346e-07  -0.0669567      -0.427599         2.36512        -1.76955      -0.000369123   -0.00246031     -1.2016       0.943571     -5.11078        3.25337        -0.440105          1.98507             0.679881       0.000131001      0.00796663      -0.0725221     0.000220629  -4.03457e-05    0.205544      -0.437807         2.03304         -3.22065      0.00392655      0.0619303       0.871876    0.944724     -5.13494        2.76559         -0.440127          1.98117             0.499381       0.000131001      0.00796663      -0.0725221
  2.2   -7.84764e-07   6.61529e-07  -0.0643074      -0.357586         0.80707         9.42268      -0.000293034    0.00280322     -0.611543     0.791878     -1.83132       -4.90549        -0.381134          0.711556            0.177485       0.000262438      0.000164363     -0.0480023     0.000217158  -8.53247e-05   -0.0679478     -0.37617          0.741542         6.52203      0.00723125      0.0577898      -0.349869    0.792315     -1.83997       -6.31213         -0.381235          0.711133           -0.284635       0.000262438      0.000164363     -0.0480023
